State,County,Total_Population,Pop_Density,Land_Area,Total_Households,Low_Income(<50000),Average_Income(50k-100k),High_Income(100k+),White_only,Black_only,Native_American_only,Asian_only,Pacific_Islander_only,Other_Race_only,Mixed_Race,Non-Hispanic,Hispanic,Total_Deaths,Total_Cases,People_of_Color,POC%,H%,LI%,HI%,High_High-Income,High_Low-Income,Pop_density_size,Hispanic_Representation
Montana,Judith Basin,1951,0.648396046,3008.963446,923,497,305,121,1891,0,36,0,0,0,24,1907,44,0,2560,60,3.1,2.255253716,53.8,13.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Lake,29774,12.41271715,2398.669014,11849,6351,3458,2040,20007,81,7254,111,67,86,2168,28460,1314,546,67995,9767,32.8,4.413246457,53.6,17.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Lewis and Clark,67077,12.05182421,5565.713441,27800,10948,9755,7097,62921,185,1207,424,44,366,1930,64912,2165,746,132765,4156,6.2,3.227633913,39.4,25.5,Yes,No,Small,Hispanics Not Proportionatley Represented
Montana,Liberty,2280,0.990728066,2301.337853,886,462,310,114,2252,0,0,0,0,16,12,2231,49,36,4222,28,1.2,2.149122807,52.1,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Lincoln,19358,3.329641797,5813.838599,8259,5251,1996,1012,18372,12,135,97,31,146,565,18783,575,656,40588,986,5.1,2.970348176,63.6,12.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,McCone,1630,0.383327265,4252.241227,704,378,250,76,1588,0,32,6,0,0,4,1571,59,0,5830,42,2.6,3.619631902,53.7,10.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Madison,8218,1.423137122,5774.566536,3481,1731,1160,590,7752,20,75,4,0,191,176,7806,412,299,26599,466,5.7,5.013385252,49.7,16.9,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Meagher,1968,0.511257647,3849.33118,749,433,217,99,1860,0,31,0,0,50,27,1915,53,374,6698,108,5.5,2.693089431,57.8,13.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Mineral,4211,2.145422622,1962.783442,1699,1022,571,106,3926,3,107,61,0,7,107,4130,81,0,2510,285,6.8,1.923533602,60.2,6.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Missoula,115983,27.79343787,4173.035396,48608,23804,14653,10151,106340,594,2675,1880,134,430,3930,112269,3714,1806,253619,9643,8.3,3.202193425,49,20.9,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Musselshell,4807,1.598183494,3007.789793,2077,1160,648,269,4749,0,8,20,0,0,30,4679,128,186,11210,58,1.2,2.662783441,55.8,13,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Park,16246,3.602113231,4510.130292,7691,3880,2342,1469,15600,50,89,15,9,22,461,15762,484,69,33455,646,4,2.979194879,50.4,19.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Petroleum,432,0.162133904,2664.464299,187,97,45,45,424,0,0,8,0,0,0,432,0,14,334,8,1.9,0,51.9,24.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Phillips,4124,0.498507718,8272.690373,1770,995,583,192,3519,0,425,18,0,14,148,4022,102,202,21052,605,14.7,2.473326867,56.2,10.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Pondera,6044,2.311739338,2614.481616,2114,1137,561,416,4959,26,910,5,0,34,110,5925,119,113,16394,1085,18,1.968894772,53.8,19.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Powder River,1619,0.305015784,5307.922035,769,356,287,126,1536,0,25,0,0,3,55,1575,44,272,4854,83,5.1,2.717726992,46.3,16.4,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Powell,6861,1.832828446,3743.394542,2388,1205,763,420,6235,24,301,34,0,12,255,6731,130,78,23142,626,9.1,1.894767527,50.5,17.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Prairie,1342,0.480179932,2794.785684,540,294,145,101,1324,0,18,0,0,0,0,1324,18,20,3837,18,1.3,1.341281669,54.4,18.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Ravalli,41902,10.88948837,3847.931011,17108,8667,5647,2794,40242,34,386,234,0,71,935,40462,1440,614,67887,1660,4,3.436590139,50.7,16.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Richland,11360,3.386232489,3354.760796,4493,1516,1778,1199,10618,0,343,0,0,82,317,10756,604,496,33398,742,6.5,5.316901408,33.7,26.7,Yes,No,Small,Hispanics Not Proportionatley Represented
Montana,Roosevelt,11228,2.963035182,3789.357638,3156,1765,805,586,4105,35,6411,41,0,21,615,10814,414,1998,77435,7123,63.4,3.687210545,55.9,18.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Rosebud,9250,1.147671643,8059.796596,3147,1425,1086,636,5435,10,3464,99,0,89,153,8793,457,1959,76425,3815,41.2,4.940540541,45.3,20.2,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Sanders,11521,2.593402799,4442.425991,4953,3214,1233,506,10630,19,410,59,1,23,379,11194,327,158,12882,891,7.7,2.838295287,64.9,10.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Sheridan,3574,1.324307272,2698.769444,1645,764,478,403,3343,0,45,16,0,5,165,3479,95,52,11261,231,6.5,2.658086178,46.4,24.5,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Silver Bow,34814,30.12947163,1155.479938,15158,8751,3974,2433,32810,205,891,277,0,161,470,33217,1597,752,92648,2004,5.8,4.58723502,57.7,16.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Stillwater,9410,3.254279601,2891.576985,3716,1395,1266,1055,9016,20,97,40,0,59,178,9040,370,374,23213,394,4.2,3.931987248,37.5,28.4,Yes,No,Small,Hispanics Not Proportionatley Represented
Montana,Sweet Grass,3653,1.223297861,2986.190132,1547,784,450,313,3503,8,40,10,0,0,92,3542,111,265,12094,150,4.1,3.038598412,50.7,20.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Teton,6080,1.663108841,3655.804028,2475,1201,798,476,5759,11,56,13,0,26,215,5985,95,95,10600,321,5.3,1.5625,48.5,19.2,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Toole,4976,1.614709316,3081.669221,1898,977,658,263,4505,8,228,132,0,7,96,4793,183,1558,38261,471,9.5,3.677652733,51.5,13.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Treasure,777,0.493767661,1573.614599,365,213,106,46,748,0,0,14,0,4,11,771,6,49,1818,29,3.7,0.772200772,58.4,12.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Valley,7532,0.950074764,7927.79714,3436,1581,1219,636,6512,6,643,30,17,31,293,7333,199,282,31658,1020,13.5,2.642060542,46,18.5,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Wheatland,2149,0.938732699,2289.256571,821,499,243,79,2038,0,59,10,0,0,42,2092,57,214,5886,111,5.2,2.652396463,60.8,9.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Montana,Wibaux,1175,0.820746377,1431.623742,497,246,177,74,1167,0,4,4,0,0,0,1126,49,65,4393,8,0.7,4.170212766,49.5,14.9,No,No,Small,Hispanics Not Proportionatley Represented
Montana,Yellowstone National Park (Part),157816,37.23702162,4238.147766,65025,27685,21479,15861,143165,993,6942,1008,211,987,4510,149145,8671,10217,719121,14651,9.3,5.494373194,42.6,24.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Adams,31583,34.84060277,906.499816,12710,6218,3966,2526,29464,212,165,420,9,687,626,28442,3141,2803,137097,2119,6.7,9.945223696,48.9,19.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Antelope,6372,4.619207807,1379.457315,2675,1375,929,371,6216,48,9,10,0,54,35,6169,203,191,19234,156,2.4,3.185812932,51.4,13.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Arthur,418,0.36318677,1150.922982,193,116,53,24,400,0,2,0,0,2,14,415,3,0,673,18,4.3,0.717703349,60.1,12.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Banner,696,0.579695308,1200.630729,279,114,102,63,679,0,0,0,0,3,14,654,42,0,767,17,2.4,6.034482759,40.9,22.6,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Blaine,480,0.419674344,1143.743969,218,101,86,31,480,0,0,0,0,0,0,480,0,0,532,0,0,0,46.3,14.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Boone,5313,4.808658165,1104.882031,2280,1033,761,486,5229,22,5,6,5,6,40,5201,112,28,18078,84,1.6,2.108036891,45.3,21.3,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Box Butte,11089,6.407503009,1730.627357,4801,2211,1627,963,10176,42,427,33,0,94,317,9718,1371,189,28914,913,8.2,12.36360357,46.1,20.1,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Boyd,2042,2.349992705,868.9388675,903,448,309,146,1951,9,24,17,0,5,36,2027,15,68,7126,91,4.5,0.734573947,49.6,16.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Brown,2988,1.520163999,1965.577399,1434,833,434,167,2912,1,7,10,0,0,58,2946,42,23,8471,76,2.5,1.40562249,58.1,11.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Buffalo,49030,31.46586338,1558.196557,19165,8415,6350,4400,45183,563,70,696,7,1630,881,44704,4326,1834,239221,3847,7.8,8.823169488,43.9,23,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Burt,6528,8.251497578,791.1291179,2919,1418,992,509,6215,46,111,32,0,38,86,6336,192,85,22443,313,4.8,2.941176471,48.6,17.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Butler,8067,8.570127692,941.2928593,3377,1494,1218,665,7799,36,16,53,0,68,95,7806,261,235,36427,268,3.3,3.235403496,44.2,19.7,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Cass,25702,28.65455061,896.9604984,10005,3268,3613,3124,24747,153,30,73,55,166,478,24891,811,477,77161,955,3.7,3.155396467,32.7,31.2,Yes,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Cedar,8523,7.15434117,1191.304664,3456,1498,1235,723,8352,4,76,6,2,43,40,8367,156,64,21215,171,2,1.830341429,43.3,20.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Chase,3734,2.594092498,1439.424385,1714,729,744,241,3703,2,0,10,0,1,18,3365,369,83,14164,31,0.8,9.882163899,42.5,14.1,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Cherry,5790,0.603626215,9592.02874,2566,1234,1034,298,5291,1,193,19,9,0,277,5608,182,379,10047,499,8.6,3.143350604,48.1,11.6,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Cheyenne,9852,5.118494031,1924.784896,4434,1918,1602,914,9404,10,60,126,2,41,209,9186,666,138,22260,448,4.5,6.760048721,43.3,20.6,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Clay,6232,6.7664932,921.0088322,2574,1136,1020,418,6026,4,18,10,0,54,120,5673,559,116,23982,206,3.3,8.969833119,44.1,16.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Colfax,10760,16.24199841,662.4800548,3718,1651,1507,560,9349,374,166,64,22,501,284,5868,4892,1157,176812,1411,13.1,45.46468401,44.4,15.1,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Cuming,8991,9.79236299,918.164493,3752,1772,1240,740,8465,7,15,28,11,297,168,8100,891,194,37691,526,5.9,9.90990991,47.2,19.7,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Custer,10830,2.612781201,4145.00839,4846,2429,1684,733,10488,25,9,80,0,78,150,10502,328,1057,30107,342,3.2,3.028624192,50.1,15.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Dakota,20317,47.76981389,425.3104282,7456,3129,2787,1540,13995,954,592,669,22,3588,497,12493,7824,8279,478194,6322,31.1,38.50962248,42,20.7,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Dawes,8896,3.958582193,2247.269241,3623,1736,1436,451,7938,172,410,51,0,38,287,8447,449,443,27303,958,10.8,5.04721223,47.9,12.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Dawson,23804,14.60048596,1630.356692,8997,4203,2997,1797,21056,1468,187,80,19,778,216,15921,7883,2378,254280,2748,11.5,33.11628298,46.7,20,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Deuel,1894,2.675632952,707.8698887,824,421,282,121,1790,4,29,13,0,30,28,1746,148,0,1836,104,5.5,7.814149947,51.1,14.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Dixon,5746,7.499114709,766.2237775,2311,1014,875,422,5417,16,25,4,0,200,84,4984,762,391,25742,329,5.7,13.26139923,43.9,18.3,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Dodge,36683,43.08301924,851.4491475,15289,7271,5536,2482,34548,336,348,158,60,499,734,32164,4519,2742,259525,2135,5.8,12.31905787,47.6,16.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Douglas,554992,1056.512069,525.305878,215787,87787,67543,60457,441478,61513,3266,20210,315,11090,17120,486222,68770,34360,3422140,113514,20.5,12.3911696,40.7,28,Yes,No,Large,Hispanics Not Proportionatley Represented
Nebraska,Dundy,2023,1.366821619,1480.076092,865,472,248,145,2007,4,2,0,0,0,10,1706,317,152,3292,16,0.8,15.66979733,54.6,16.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Fillmore,5574,6.019651154,925.967279,2510,1119,866,525,5406,31,37,17,0,31,52,5354,220,298,17387,168,3,3.946896304,44.6,20.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Franklin,3006,3.243824949,926.6837907,1354,692,454,208,2946,11,0,4,4,2,39,2939,67,67,10175,60,2,2.228875582,51.1,15.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Frontier,2609,1.663357856,1568.51395,1116,535,412,169,2542,2,20,3,0,0,42,2582,27,38,4993,67,2.6,1.034879264,47.9,15.1,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Furnas,4786,4.135388035,1157.327912,2142,1141,639,362,4619,7,16,19,3,44,78,4596,190,318,13961,167,3.5,3.969912244,53.3,16.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Gage,21595,15.75942687,1370.290949,9160,4465,3006,1689,20847,160,152,125,23,117,171,21078,517,1051,74499,748,3.5,2.394072702,48.7,18.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Garden,1860,0.67771559,2744.514113,871,460,286,125,1829,4,8,0,0,7,12,1779,81,0,4125,31,1.7,4.35483871,52.8,14.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Garfield,1975,2.155533899,916.2463188,886,475,278,133,1940,4,0,7,0,9,15,1936,39,61,4544,35,1.8,1.974683544,53.6,15,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Gosper,2015,2.732841786,737.3277188,877,320,340,217,1974,9,1,11,0,2,18,1969,46,24,8631,41,2,2.282878412,36.5,24.7,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Grant,718,0.574200784,1250.433681,293,163,81,49,706,5,0,0,0,0,7,706,12,40,689,12,1.7,1.671309192,55.6,16.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Greeley,2410,2.628076591,917.0204582,1034,539,317,178,2350,12,4,10,0,20,14,2360,50,0,6869,60,2.5,2.074688797,52.1,17.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Hall,61343,69.76125328,879.3276656,22870,10357,7860,4653,53784,1533,358,691,219,3787,971,44639,16704,11026,508718,7559,12.3,27.23049085,45.3,20.3,No,No,Medium,Hispanics Proportionatley Represented
Nebraska,Hamilton,9178,10.51993055,872.43922,3699,1315,1433,951,8836,48,57,6,0,137,94,8880,298,2636,38030,342,3.7,3.246894748,35.6,25.7,Yes,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Harlan,3438,3.859816058,890.7160207,1521,755,519,247,3283,28,19,12,1,46,49,3303,135,0,6733,155,4.5,3.926701571,49.6,16.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Hayes,943,0.821743887,1147.559495,413,222,130,61,928,0,0,0,0,15,0,874,69,0,1897,15,1.6,7.317073171,53.8,14.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Hitchcock,2843,2.488316453,1142.539566,1209,693,358,158,2832,3,2,0,0,1,5,2812,31,40,4866,11,0.4,1.090397467,57.3,13.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Holt,10245,2.638852839,3882.368826,4435,1871,1771,793,9961,12,80,51,3,51,87,9781,464,373,28377,284,2.8,4.529038555,42.2,17.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Hooker,691,0.595385561,1160.592473,319,185,99,35,682,6,0,0,0,3,0,670,21,74,2626,9,1.3,3.039073806,58,11,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Howard,6405,6.990382969,916.2588127,2684,1211,992,481,6179,12,2,13,2,101,96,6240,165,972,24454,226,3.5,2.576112412,45.1,17.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Jefferson,7188,7.83338624,917.6108237,3283,1895,1005,383,6961,18,42,11,0,13,143,6920,268,0,16391,227,3.2,3.728436283,57.7,11.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Johnson,5197,8.586776298,605.2329559,1820,877,607,336,4513,339,43,48,0,195,59,4673,524,59,16151,684,13.2,10.08274004,48.2,18.5,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Kearney,6552,7.886268437,830.8111818,2682,1150,920,612,6321,8,25,21,0,38,139,6153,399,22,31882,231,3.5,6.08974359,42.9,22.8,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Keith,8099,4.739925087,1708.676794,3844,1973,1247,624,7798,70,87,56,16,30,42,7532,567,10,18417,301,3.7,7.000864304,51.3,16.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Keya Paha,792,0.636582883,1244.142783,326,165,93,68,780,0,0,0,0,1,11,784,8,0,1087,12,1.5,1.01010101,50.6,20.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Kimball,3667,2.393605639,1531.998396,1571,863,492,216,3488,8,26,12,0,28,105,3273,394,43,9284,179,4.9,10.74447777,54.9,13.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Knox,8460,4.742517186,1783.862803,3674,1848,1234,592,7345,23,836,27,11,81,137,8237,223,68,30521,1115,13.2,2.635933806,50.3,16.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Lancaster,310094,230.0535132,1347.921167,122646,52875,38870,30901,267938,12499,1772,13217,215,3989,10464,288814,21280,5749,1263009,42156,13.6,6.862435262,43.1,25.2,Yes,No,Medium,Hispanics Not Proportionatley Represented
Nebraska,Lincoln,35433,8.586539957,4126.574869,14985,6678,4979,3328,33735,484,126,118,12,221,737,32476,2957,1059,124386,1698,4.8,8.345327802,44.6,22.2,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Logan,886,0.96467062,918.4482056,341,166,126,49,874,0,4,0,0,5,3,860,26,0,1858,12,1.4,2.934537246,48.7,14.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Loup,585,0.645055995,906.8980129,279,138,94,47,583,0,2,0,0,0,0,575,10,0,1228,2,0.3,1.709401709,49.5,16.8,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,McPherson,454,0.328311168,1382.834468,203,110,67,26,435,0,0,0,0,4,15,445,9,0,1258,19,4.2,1.982378855,54.2,12.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Madison,35164,38.15768887,921.5442823,14254,6732,4759,2763,32216,521,533,527,0,899,468,29951,5213,1674,213773,2948,8.4,14.82482084,47.2,19.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Merrick,7803,9.950691641,784.1665968,3324,1524,1097,703,7445,67,9,23,0,103,156,7471,332,211,26683,358,4.6,4.254773805,45.8,21.1,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Morrill,4841,2.112378581,2291.729354,1982,1092,564,326,4609,41,21,12,0,65,93,4089,752,99,20748,232,4.8,15.53398058,55.1,16.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Nance,3554,5.000833569,710.6815196,1546,845,427,274,3520,16,14,2,0,2,0,3459,95,69,13554,34,1,2.673044457,54.7,17.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Nemaha,7004,10.68321524,655.607871,2877,1377,868,632,6734,105,36,52,1,20,56,6816,188,8,21998,270,3.9,2.684180468,47.9,22,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Nuckolls,4275,4.618521814,925.6208311,1914,1086,572,256,4180,7,7,57,0,6,18,4159,116,20,10264,95,2.2,2.713450292,56.7,13.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Otoe,15896,16.0433939,990.8127979,6452,2926,2109,1417,15046,61,87,42,0,253,407,14660,1236,112,42261,850,5.3,7.775541017,45.4,22,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Pawnee,2676,3.857319319,693.7460393,1219,631,418,170,2580,0,5,0,0,0,91,2628,48,0,4724,96,3.6,1.793721973,51.8,13.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Perkins,2907,2.044949639,1421.5509,1225,481,450,294,2876,8,1,0,0,7,15,2790,117,1174,7930,31,1.1,4.024767802,39.3,24,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Phelps,9120,10.4983798,868.7054741,3927,1693,1448,786,8792,23,19,24,0,76,186,8616,504,158,33499,328,3.6,5.526315789,43.1,20,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Pierce,7157,7.757823643,922.552552,3026,1350,1092,584,6977,17,8,30,6,4,115,7033,124,967,25065,180,2.5,1.732569512,44.6,19.3,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Platte,33063,30.47910996,1084.775771,13000,5271,4877,2852,31534,160,123,254,3,638,351,26980,6083,1334,265896,1529,4.6,18.39820948,40.5,21.9,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Polk,5255,7.443647611,705.9710876,2052,758,867,427,5124,10,15,3,0,42,61,4973,282,401,19937,131,2.5,5.366317793,36.9,20.8,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Red Willow,10806,9.364708993,1153.906652,4459,2360,1277,822,10398,80,19,21,0,69,219,10264,542,125,28158,408,3.8,5.015732001,52.9,18.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Richardson,8009,9.018127628,888.1000946,3772,1969,1185,618,7538,17,171,17,0,16,250,7852,157,294,17328,471,5.9,1.960294668,52.2,16.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Rock,1350,0.831953549,1622.686748,626,302,196,128,1324,10,0,0,0,8,8,1333,17,104,5883,26,1.9,1.259259259,48.2,20.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Saline,14288,15.46553725,923.8605663,5073,2462,1904,707,12617,150,38,449,17,646,371,10771,3517,431,167090,1671,11.7,24.61506159,48.5,13.9,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Sarpy,178351,465.4334824,383.1933171,65045,18217,22555,24273,156868,6944,694,4520,183,2943,6199,162231,16120,4437,832386,21483,12,9.038356948,28,37.3,Yes,No,Medium,Hispanics Not Proportionatley Represented
Nebraska,Saunders,21024,17.44340845,1205.269031,8326,2983,2966,2377,20468,64,59,71,0,52,310,20568,456,659,87703,556,2.6,2.168949772,35.8,28.5,Yes,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Scotts Bluff,36255,30.4591811,1190.281508,14613,7281,4660,2672,33318,304,635,236,114,725,923,27665,8590,1547,151159,2937,8.1,23.69328369,49.8,18.3,No,No,Small,Hispanics Proportionatley Represented
Nebraska,Seward,17127,18.62389761,919.6249014,6596,2403,2424,1769,16484,82,31,97,0,145,288,16670,457,568,53677,643,3.8,2.668301512,36.4,26.8,Yes,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Sheridan,5234,1.332411604,3928.215562,2251,1293,611,347,4331,40,502,42,2,26,291,4973,261,136,14951,903,17.3,4.986625908,57.4,15.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Sherman,3042,3.340614,910.6110435,1358,664,520,174,2980,0,1,19,1,19,22,2976,66,261,7092,62,2,2.169625247,48.9,12.8,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Sioux,1266,0.380630534,3326.06002,579,308,156,115,1164,6,3,3,0,0,90,1260,6,0,1612,102,8.1,0.473933649,53.2,19.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Stanton,5992,8.707179769,688.1677143,2410,958,937,515,5811,85,0,28,0,25,43,5674,318,0,13193,181,3,5.307076101,39.8,21.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Thayer,5098,5.520595854,923.4510431,2283,1128,784,371,4948,23,17,0,0,17,93,4979,119,50,11980,150,2.9,2.334248725,49.4,16.3,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Thomas,645,0.562445065,1146.778664,292,143,85,64,630,0,3,0,0,2,10,642,3,0,1718,15,2.3,0.465116279,49,21.9,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Thurston,7140,11.27231153,633.4104574,2175,1126,680,369,2801,19,4139,51,0,5,125,6742,398,628,52014,4339,60.8,5.574229692,51.8,17,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Valley,4224,4.620000897,914.2855367,1840,865,650,325,4148,20,16,0,0,3,37,4092,132,67,10592,76,1.8,3.125,47,17.7,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Washington,20219,32.21769234,627.5744329,8125,2914,2512,2699,19598,233,7,62,8,40,271,19635,584,782,70622,621,3.1,2.888372323,35.9,33.2,Yes,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Wayne,9367,13.1410832,712.8027314,3657,1588,1287,782,8905,166,53,48,0,83,112,8826,541,163,41444,462,4.9,5.775595175,43.4,21.4,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,Webster,3571,3.859576367,925.2310774,1519,849,411,259,3401,9,0,0,10,21,130,3395,176,96,11422,170,4.8,4.928591431,55.9,17.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Nebraska,Wheeler,822,0.888009267,925.6660159,357,171,137,49,812,0,0,2,0,5,3,817,5,0,593,10,1.2,0.608272506,47.9,13.7,No,No,Small,Hispanics Not Proportionatley Represented
Nebraska,York,13799,14.97671235,921.36376,5691,2413,2053,1225,13113,210,35,56,0,124,261,13108,691,231,58974,686,5,5.007609247,42.4,21.5,No,No,Small,Hispanics Not Proportionatley Represented
Nevada,Churchill,24010,3.013678676,7967.007295,9819,4769,2959,2091,20192,588,1074,663,50,531,912,20750,3260,745,41180,3818,15.9,13.57767597,48.6,21.3,No,No,Small,Hispanics Not Proportionatley Represented
Nevada,Clark,2141574,168.6231424,12700.35636,767954,339632,247362,180960,1299138,245827,16590,205824,15846,246907,111442,1479493,662081,221224,11667006,842436,39.3,30.91562561,44.2,23.6,No,No,Medium,Hispanics Proportionatley Represented
Nevada,Douglas,47828,41.87416776,1142.183894,20579,7721,7588,5270,42695,312,1016,686,153,1577,1389,41847,5981,210,63697,5133,10.7,12.50522706,37.5,25.6,Yes,No,Small,Hispanics Not Proportionatley Represented
